央视,#genre#
四川卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dscwshd%26usign%3D__KU9_AUTO__
四川卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dscwshd%26usign%3D__KU9_AUTO__
四川卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dscwshd%26usign%3D__KU9_AUTO__
四川卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fbfgd.m3u8%3Fid%3D4200000103%26usign%3D__KU9_AUTO__
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000368%2Findex.m3u8
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgxwshd%26usign%3D__KU9_AUTO__
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb1.m3u8%3Fid%3Dgxwshd%26usign%3D__KU9_AUTO__
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgxwshd%26ip%3Dwhus11%26usign%3D__KU9_AUTO__
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=rtmp%3A%2F%2Flive.gxrb.com.cn%2Ftv%2Fgxtvlive03
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgxwshd%26ip%3Dwhus05%26usign%3D__KU9_AUTO__
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgxwshd%26ip%3Dwhus18%26usign%3D__KU9_AUTO__
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=https%3A%2F%2Flive.gxrb.com.cn%2Ftv%2Fgxtvlive03%2Findex.m3u8%26kdsplayer%3Dmedia
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dgxwshd%26usign%3D__KU9_AUTO__
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dgxwshd%26usign%3D__KU9_AUTO__
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dgxwshd%26usign%3D__KU9_AUTO__
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fbfgd.m3u8%3Fid%3D4200000116%26usign%3D__KU9_AUTO__
广西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.216.111.82%3A8088%2Fflv0
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000367%2Findex.m3u8
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fyntv.m3u8%3Fid%3Dynws%26usign%3D__KU9_AUTO__
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dynwshd%26usign%3D__KU9_AUTO__
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb1.m3u8%3Fid%3Dynwshd%26usign%3D__KU9_AUTO__
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dynwshd%26ip%3Dwhus23%26usign%3D__KU9_AUTO__
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dynwshd%26ip%3Dwhus07%26usign%3D__KU9_AUTO__
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=https%3A%2F%2Fhwapi.yntv.net%2F62hdvf%2Fnqyn7w.m3u8
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dynwshd%26usign%3D__KU9_AUTO__
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dynwshd%26usign%3D__KU9_AUTO__
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dynwshd%26usign%3D__KU9_AUTO__
云南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fbfgd.m3u8%3Fid%3D4200000482%26usign%3D__KU9_AUTO__
河南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000358%2Findex.m3u8
河南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dhawshd%26usign%3D__KU9_AUTO__
河南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fhatv.m3u8%3Fid%3Dhawshd%26usign%3D__KU9_AUTO__
河南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb1.m3u8%3Fid%3Dhawshd%26usign%3D__KU9_AUTO__
河南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dhawshd%26ip%3Dwhus28%26usign%3D__KU9_AUTO__
河南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dhawshd%26ip%3Dwhus22%26usign%3D__KU9_AUTO__
河南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dhawshd%26usign%3D__KU9_AUTO__
河南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dhawshd%26usign%3D__KU9_AUTO__
河南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dhawshd%26usign%3D__KU9_AUTO__
河南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fbfgd.m3u8%3Fid%3D4200000339%26usign%3D__KU9_AUTO__
陕西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dsnwshd%26usign%3D__KU9_AUTO__
陕西卫视HD,http://A/ku9/py/live_b_ku9.py?src=https%3A%2F%2Fhlsbkmgsplive.miguvideo.com%2Fmigu%2Fkailu%2Fshan3xiws%2F57%2F20220809%2F01.m3u8%3F%26HlsSubType%3D%26encrypt%3D
陕西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb1.m3u8%3Fid%3Dsnwshd%26usign%3D__KU9_AUTO__
陕西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dsnwshd%26ip%3Dwhus02%26usign%3D__KU9_AUTO__
陕西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dsnwshd%26ip%3Dwhus07%26usign%3D__KU9_AUTO__
陕西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dsnwshd%26usign%3D__KU9_AUTO__
陕西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dsnwshd%26usign%3D__KU9_AUTO__
陕西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dsnwshd%26usign%3D__KU9_AUTO__
陕西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fbfgd.m3u8%3Fid%3D4200000512%26usign%3D__KU9_AUTO__
贵州卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000329%2Findex.m3u8
贵州卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgzwshd%26usign%3D__KU9_AUTO__
贵州卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb1.m3u8%3Fid%3Dgzwshd%26usign%3D__KU9_AUTO__
贵州卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgzwshd%26ip%3Dwhus04%26usign%3D__KU9_AUTO__
贵州卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgzwshd%26ip%3Dwhus07%26usign%3D__KU9_AUTO__
贵州卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgzwshd%26ip%3Dwhus16%26usign%3D__KU9_AUTO__
贵州卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dgzwshd%26usign%3D__KU9_AUTO__
贵州卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dgzwshd%26usign%3D__KU9_AUTO__
贵州卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dgzwshd%26usign%3D__KU9_AUTO__
贵州卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fbfgd.m3u8%3Fid%3D4200000101%26usign%3D__KU9_AUTO__
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000363%2Findex.m3u8
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2Fstream4.jlntv.cn%2Fjlwshd%2Fsd%2Flive.m3u8
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Djlwshd%26usign%3D__KU9_AUTO__
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb1.m3u8%3Fid%3Djlwshd%26usign%3D__KU9_AUTO__
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Djlwshd%26ip%3Dwhus04%26usign%3D__KU9_AUTO__
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Djlwshd%26ip%3Dwhus23%26usign%3D__KU9_AUTO__
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Djlwshd%26ip%3Dwhus07%26usign%3D__KU9_AUTO__
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Djlwshd%26usign%3D__KU9_AUTO__
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fjltv.m3u8%3Fid%3Djlwshd%26usign%3D__KU9_AUTO__
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Djlwshd%26usign%3D__KU9_AUTO__
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Djlwshd%26usign%3D__KU9_AUTO__
吉林卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fbfgd.m3u8%3Fid%3D4200000097%26usign%3D__KU9_AUTO__
海南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000347%2Findex.m3u8
海南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fhitv.m3u8%3Fid%3Dlyws%26usign%3D__KU9_AUTO__
海南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dlywshd%26ip%3Dwhus26%26usign%3D__KU9_AUTO__
海南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dlywshd%26ip%3Dwhus02%26usign%3D__KU9_AUTO__
海南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dlywshd%26usign%3D__KU9_AUTO__
海南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dlywshd%26usign%3D__KU9_AUTO__
海南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dlywshd%26usign%3D__KU9_AUTO__
海南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dlywshd%26usign%3D__KU9_AUTO__
海南卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fbfgd.m3u8%3Fid%3D4200000473%26usign%3D__KU9_AUTO__
甘肃卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000349%2Findex.m3u8
甘肃卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgswshd%26usign%3D__KU9_AUTO__
甘肃卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb1.m3u8%3Fid%3Dgswshd%26usign%3D__KU9_AUTO__
甘肃卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgswshd%26ip%3Dwhus07%26usign%3D__KU9_AUTO__
甘肃卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dgswshd%26ip%3Dwhus23%26usign%3D__KU9_AUTO__
甘肃卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dgswshd%26usign%3D__KU9_AUTO__
甘肃卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dgswshd%26usign%3D__KU9_AUTO__
甘肃卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dgswshd%26usign%3D__KU9_AUTO__
甘肃卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fbfgd.m3u8%3Fid%3D4200000119%26usign%3D__KU9_AUTO__
山西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dsxwshd%26usign%3D__KU9_AUTO__
山西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fsxtv.m3u8%3Fid%3Dsxws%26usign%3D__KU9_AUTO__
山西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb1.m3u8%3Fid%3Dsxwshd%26usign%3D__KU9_AUTO__
山西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dsxwshd%26ip%3Dwhus26%26usign%3D__KU9_AUTO__
山西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjsb.m3u8%3Fid%3Dsxwshd%26ip%3Dwhus14%26usign%3D__KU9_AUTO__
山西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dsxwshd%26usign%3D__KU9_AUTO__
山西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dsxwshd%26usign%3D__KU9_AUTO__
山西卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dsxwshd%26usign%3D__KU9_AUTO__
厦门卫视HD,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fhoge.m3u8%3Fip%3Dfjxmtv%26id%3D84%26usign%3D__KU9_AUTO__
湖南卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dhnws%26usign%3D__KU9_AUTO__
湖南卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dhnws%26usign%3D__KU9_AUTO__
湖南卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dhnws%26usign%3D__KU9_AUTO__
湖南卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2Fmedia.hndyjyfw.gov.cn%2Flive%2Fjz-hunanweishi-gq%2Flive.m3u8
江苏卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000018%2Findex.m3u8
江苏卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fxuexi.m3u8%3Fid%3Djsws%26usign%3D__KU9_AUTO__
江苏卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fxuexi1.m3u8%3Fid%3Djsws%26usign%3D__KU9_AUTO__
江苏卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Djsws%26usign%3D__KU9_AUTO__
江苏卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Djsws%26usign%3D__KU9_AUTO__
江苏卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Djsws%26usign%3D__KU9_AUTO__
江苏卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2Fmedia.hndyjyfw.gov.cn%2Flive%2Fjz-jiangsuweishi-gq%2Flive.m3u8
江苏卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2Fhebcx.chinashadt.com%3A2036%2Flive%2F10006.stream%2Fplaylist.m3u8
浙江卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000016%2Findex.m3u8
浙江卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fzjtv1.m3u8%3Fid%3Dzjws%26usign%3D__KU9_AUTO__
浙江卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fxuexi.m3u8%3Fid%3Dzjws%26usign%3D__KU9_AUTO__
浙江卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fxuexi1.m3u8%3Fid%3Dzjws%26usign%3D__KU9_AUTO__
浙江卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fzjtv.m3u8%3Fid%3Dzjws%26usign%3D__KU9_AUTO__
浙江卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dzjws%26usign%3D__KU9_AUTO__
浙江卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dzjws%26usign%3D__KU9_AUTO__
浙江卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2Fali-m-l.cztv.com%2Fchannels%2Flantian%2Fchannel001%2F540p.m3u8
浙江卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dzjws%26usign%3D__KU9_AUTO__
浙江卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2Fmedia.hndyjyfw.gov.cn%2Flive%2Fjz-zhejiangweishi%2Flive.m3u8
东方卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000022%2Findex.m3u8
东方卫视,http://A/ku9/py/live_b_ku9.py?src=https%3A%2F%2Fhlsbkmgsplive.miguvideo.com%2Fwd_r4%2Fdfl%2Fdongfangwshd%2F600%2F01.m3u8%3F%26HlsSubType%3D%26encrypt%3D
东方卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fxuexi.m3u8%3Fid%3Ddfws%26usign%3D__KU9_AUTO__
东方卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fxuexi1.m3u8%3Fid%3Ddfws%26usign%3D__KU9_AUTO__
东方卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Ddfws%26usign%3D__KU9_AUTO__
东方卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Ddfws%26usign%3D__KU9_AUTO__
东方卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Ddfws%26usign%3D__KU9_AUTO__
东方卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2Fmedia.hndyjyfw.gov.cn%2Flive%2Fjz-shanghaiweishi-gq%2Flive.m3u8
广东卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000025%2Findex.m3u8
广东卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive2%2Fgdtv.m3u8%3Fid%3Dgdws%26usign%3D__KU9_AUTO__
广东卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fxuexi.m3u8%3Fid%3Dgdws%26usign%3D__KU9_AUTO__
广东卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fxuexi1.m3u8%3Fid%3Dgdws%26usign%3D__KU9_AUTO__
广东卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fid%3Dgdws%26usign%3D__KU9_AUTO__
广东卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Ddx%26id%3Dgdws%26usign%3D__KU9_AUTO__
广东卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fjdtv2.m3u8%3Fisp%3Dlt%26id%3Dgdws%26usign%3D__KU9_AUTO__
深圳卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F222.173.9.81%2F00%2FSNM%2FCHANNEL00000024%2Findex.m3u8
深圳卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fxuexi1.m3u8%3Fid%3Dszws%26usign%3D__KU9_AUTO__
深圳卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fxuexi.m3u8%3Fid%3Dszws%26usign%3D__KU9_AUTO__
深圳卫视,http://A/ku9/py/live_b_ku9.py?src=http%3A%2F%2F38.75.136.137%3A82%2Flive1%2Fgdsztv.m3u8%3Fid%3Dszws%26usign%3D__KU9_AUTO__
